r,st,interconnect,transgrp,transreg,nercr,hurdlereg
p21125,KY,eastern,PJM_East,PJM,PJM,PJM
p21127,KY,eastern,PJM_East,PJM,PJM,PJM
p21129,KY,eastern,PJM_East,PJM,PJM,PJM
p21131,KY,eastern,PJM_East,PJM,PJM,PJM
p21133,KY,eastern,PJM_East,PJM,PJM,PJM
p21135,KY,eastern,PJM_East,PJM,PJM,PJM
p21137,KY,eastern,PJM_East,PJM,PJM,PJM
p21139,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21141,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21143,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21145,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21147,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21149,KY,eastern,MISO_Central,MISO,MISO,MISO
p21151,KY,eastern,PJM_East,PJM,PJM,PJM
p21153,KY,eastern,PJM_East,PJM,PJM,PJM
p21155,KY,eastern,PJM_East,PJM,PJM,PJM
p21157,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21159,KY,eastern,PJM_East,PJM,PJM,PJM
p21161,KY,eastern,PJM_East,PJM,PJM,PJM
p21163,KY,eastern,PJM_East,PJM,PJM,PJM
p21165,KY,eastern,PJM_East,PJM,PJM,PJM
p21167,KY,eastern,PJM_East,PJM,PJM,PJM
p21169,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21171,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21173,KY,eastern,PJM_East,PJM,PJM,PJM
p21175,KY,eastern,PJM_East,PJM,PJM,PJM
p21177,KY,eastern,MISO_Central,MISO,MISO,MISO
p21179,KY,eastern,PJM_East,PJM,PJM,PJM
p21181,KY,eastern,PJM_East,PJM,PJM,PJM
p21183,KY,eastern,MISO_Central,MISO,MISO,MISO
p21185,KY,eastern,PJM_East,PJM,PJM,PJM
p21187,KY,eastern,PJM_East,PJM,PJM,PJM
p21189,KY,eastern,PJM_East,PJM,PJM,PJM
p21191,KY,eastern,PJM_East,PJM,PJM,PJM
p21193,KY,eastern,PJM_East,PJM,PJM,PJM
p21195,KY,eastern,PJM_East,PJM,PJM,PJM
p21197,KY,eastern,PJM_East,PJM,PJM,PJM
p21199,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21201,KY,eastern,PJM_East,PJM,PJM,PJM
p21203,KY,eastern,PJM_East,PJM,PJM,PJM
p21205,KY,eastern,PJM_East,PJM,PJM,PJM
p21207,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21209,KY,eastern,PJM_East,PJM,PJM,PJM
p21211,KY,eastern,PJM_East,PJM,PJM,PJM
p21213,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21215,KY,eastern,PJM_East,PJM,PJM,PJM
p21217,KY,eastern,PJM_East,PJM,PJM,PJM
p21219,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21221,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21223,KY,eastern,PJM_East,PJM,PJM,PJM
p21225,KY,eastern,MISO_Central,MISO,MISO,MISO
p21227,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21229,KY,eastern,PJM_East,PJM,PJM,PJM
p21231,KY,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
p21233,KY,eastern,MISO_Central,MISO,MISO,MISO
p21235,KY,eastern,PJM_East,PJM,PJM,PJM
p21237,KY,eastern,PJM_East,PJM,PJM,PJM
p21239,KY,eastern,PJM_East,PJM,PJM,PJM
p24001,MD,eastern,PJM_East,PJM,PJM,PJM
p24003,MD,eastern,PJM_East,PJM,PJM,PJM
p24005,MD,eastern,PJM_East,PJM,PJM,PJM
p24009,MD,eastern,PJM_East,PJM,PJM,PJM
p24011,MD,eastern,PJM_East,PJM,PJM,PJM
p24013,MD,eastern,PJM_East,PJM,PJM,PJM
p24015,MD,eastern,PJM_East,PJM,PJM,PJM
p24017,MD,eastern,PJM_East,PJM,PJM,PJM
p24019,MD,eastern,PJM_East,PJM,PJM,PJM
p24021,MD,eastern,PJM_East,PJM,PJM,PJM
p24023,MD,eastern,PJM_East,PJM,PJM,PJM
p24025,MD,eastern,PJM_East,PJM,PJM,PJM
p24027,MD,eastern,PJM_East,PJM,PJM,PJM
p24029,MD,eastern,PJM_East,PJM,PJM,PJM
p24031,MD,eastern,PJM_East,PJM,PJM,PJM
p24033,MD,eastern,PJM_East,PJM,PJM,PJM
p24035,MD,eastern,PJM_East,PJM,PJM,PJM
p24037,MD,eastern,PJM_East,PJM,PJM,PJM
p24039,MD,eastern,PJM_East,PJM,PJM,PJM
p24041,MD,eastern,PJM_East,PJM,PJM,PJM
p24043,MD,eastern,PJM_East,PJM,PJM,PJM
p24045,MD,eastern,PJM_East,PJM,PJM,PJM
p24047,MD,eastern,PJM_East,PJM,PJM,PJM
p24510,MD,eastern,PJM_East,PJM,PJM,PJM
p26001,MI,eastern,MISO_Central,MISO,MISO,MISO
p26003,MI,eastern,MISO_North,MISO,MISO,MISO
p26005,MI,eastern,MISO_Central,MISO,MISO,MISO
p26007,MI,eastern,MISO_Central,MISO,MISO,MISO
p26009,MI,eastern,MISO_Central,MISO,MISO,MISO
p26011,MI,eastern,MISO_Central,MISO,MISO,MISO
p26013,MI,eastern,MISO_North,MISO,MISO,MISO
p26015,MI,eastern,MISO_Central,MISO,MISO,MISO
p26017,MI,eastern,MISO_Central,MISO,MISO,MISO
p26019,MI,eastern,MISO_Central,MISO,MISO,MISO
p26021,MI,eastern,PJM_West,PJM,PJM,PJM
p26023,MI,eastern,MISO_Central,MISO,MISO,MISO
p26025,MI,eastern,MISO_Central,MISO,MISO,MISO
p26027,MI,eastern,PJM_West,PJM,PJM,PJM
p26029,MI,eastern,MISO_Central,MISO,MISO,MISO
p26031,MI,eastern,MISO_Central,MISO,MISO,MISO
p26033,MI,eastern,MISO_Central,MISO,MISO,MISO
p26035,MI,eastern,MISO_Central,MISO,MISO,MISO
p26037,MI,eastern,MISO_Central,MISO,MISO,MISO
p26039,MI,eastern,MISO_Central,MISO,MISO,MISO
p26041,MI,eastern,MISO_North,MISO,MISO,MISO
p26043,MI,eastern,MISO_North,MISO,MISO,MISO
p26045,MI,eastern,MISO_Central,MISO,MISO,MISO
p26047,MI,eastern,MISO_Central,MISO,MISO,MISO
p26049,MI,eastern,MISO_Central,MISO,MISO,MISO
p26051,MI,eastern,MISO_Central,MISO,MISO,MISO
p26053,MI,eastern,MISO_North,MISO,MISO,MISO
p26055,MI,eastern,MISO_Central,MISO,MISO,MISO
p26057,MI,eastern,MISO_Central,MISO,MISO,MISO
p26059,MI,eastern,MISO_Central,MISO,MISO,MISO
p26061,MI,eastern,MISO_North,MISO,MISO,MISO
p26063,MI,eastern,MISO_Central,MISO,MISO,MISO
p26065,MI,eastern,MISO_Central,MISO,MISO,MISO
p26067,MI,eastern,MISO_Central,MISO,MISO,MISO
p26069,MI,eastern,MISO_Central,MISO,MISO,MISO
p26071,MI,eastern,MISO_North,MISO,MISO,MISO
p26073,MI,eastern,MISO_Central,MISO,MISO,MISO
p26075,MI,eastern,MISO_Central,MISO,MISO,MISO
p26077,MI,eastern,PJM_West,PJM,PJM,PJM
p26079,MI,eastern,MISO_Central,MISO,MISO,MISO
p26081,MI,eastern,MISO_Central,MISO,MISO,MISO
p26083,MI,eastern,MISO_North,MISO,MISO,MISO
p26085,MI,eastern,MISO_Central,MISO,MISO,MISO
p26087,MI,eastern,MISO_Central,MISO,MISO,MISO
p26089,MI,eastern,MISO_Central,MISO,MISO,MISO
p26091,MI,eastern,MISO_Central,MISO,MISO,MISO
p26093,MI,eastern,MISO_Central,MISO,MISO,MISO
p26095,MI,eastern,MISO_Central,MISO,MISO,MISO
p26097,MI,eastern,MISO_Central,MISO,MISO,MISO
p26099,MI,eastern,MISO_Central,MISO,MISO,MISO
p26101,MI,eastern,MISO_Central,MISO,MISO,MISO
p26103,MI,eastern,MISO_North,MISO,MISO,MISO
p26105,MI,eastern,MISO_Central,MISO,MISO,MISO
p26107,MI,eastern,MISO_Central,MISO,MISO,MISO
p26109,MI,eastern,MISO_North,MISO,MISO,MISO
p26111,MI,eastern,MISO_Central,MISO,MISO,MISO
p26113,MI,eastern,MISO_Central,MISO,MISO,MISO
p26115,MI,eastern,MISO_Central,MISO,MISO,MISO
p26117,MI,eastern,MISO_Central,MISO,MISO,MISO
p26119,MI,eastern,MISO_Central,MISO,MISO,MISO
p26121,MI,eastern,MISO_Central,MISO,MISO,MISO
p26123,MI,eastern,MISO_Central,MISO,MISO,MISO
p26125,MI,eastern,MISO_Central,MISO,MISO,MISO
p26127,MI,eastern,MISO_Central,MISO,MISO,MISO
p26129,MI,eastern,MISO_Central,MISO,MISO,MISO
p26131,MI,eastern,MISO_North,MISO,MISO,MISO
p26133,MI,eastern,MISO_Central,MISO,MISO,MISO
p26135,MI,eastern,MISO_Central,MISO,MISO,MISO
p26137,MI,eastern,MISO_Central,MISO,MISO,MISO
p26139,MI,eastern,MISO_Central,MISO,MISO,MISO
p26141,MI,eastern,MISO_Central,MISO,MISO,MISO
p26143,MI,eastern,MISO_Central,MISO,MISO,MISO
p26145,MI,eastern,MISO_Central,MISO,MISO,MISO
p26147,MI,eastern,MISO_Central,MISO,MISO,MISO
p26149,MI,eastern,PJM_West,PJM,PJM,PJM
p26151,MI,eastern,MISO_Central,MISO,MISO,MISO
p26153,MI,eastern,MISO_Central,MISO,MISO,MISO
p26155,MI,eastern,MISO_Central,MISO,MISO,MISO
p26157,MI,eastern,MISO_Central,MISO,MISO,MISO
p26159,MI,eastern,PJM_West,PJM,PJM,PJM
p26161,MI,eastern,MISO_Central,MISO,MISO,MISO
p26163,MI,eastern,MISO_Central,MISO,MISO,MISO
p26165,MI,eastern,MISO_Central,MISO,MISO,MISO
p34001,NJ,eastern,PJM_East,PJM,PJM,PJM
p34003,NJ,eastern,PJM_East,PJM,PJM,PJM
p34005,NJ,eastern,PJM_East,PJM,PJM,PJM
p34007,NJ,eastern,PJM_East,PJM,PJM,PJM
p34009,NJ,eastern,PJM_East,PJM,PJM,PJM
p34011,NJ,eastern,PJM_East,PJM,PJM,PJM
p34013,NJ,eastern,PJM_East,PJM,PJM,PJM
p34015,NJ,eastern,PJM_East,PJM,PJM,PJM
p34017,NJ,eastern,PJM_East,PJM,PJM,PJM
p34019,NJ,eastern,PJM_East,PJM,PJM,PJM
p34021,NJ,eastern,PJM_East,PJM,PJM,PJM
p34023,NJ,eastern,PJM_East,PJM,PJM,PJM
p34025,NJ,eastern,PJM_East,PJM,PJM,PJM
p34027,NJ,eastern,PJM_East,PJM,PJM,PJM
p34029,NJ,eastern,PJM_East,PJM,PJM,PJM
p34031,NJ,eastern,PJM_East,PJM,PJM,PJM
p34033,NJ,eastern,PJM_East,PJM,PJM,PJM
p34035,NJ,eastern,PJM_East,PJM,PJM,PJM
p34037,NJ,eastern,PJM_East,PJM,PJM,PJM
p34039,NJ,eastern,PJM_East,PJM,PJM,PJM
p34041,NJ,eastern,PJM_East,PJM,PJM,PJM
p36001,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36003,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36005,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36007,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36009,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36011,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36013,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36015,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36017,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36019,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36021,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36023,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36025,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36027,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36029,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36031,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36033,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36035,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36037,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36039,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36041,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36043,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36045,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36047,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36049,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36051,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36053,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36055,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36057,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36059,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36061,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36063,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36065,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36067,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36069,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36071,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36073,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36075,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36077,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36079,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36081,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36083,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36085,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36087,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36089,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36091,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36093,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36095,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36097,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36099,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36101,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36103,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36105,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36107,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36109,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36111,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36113,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36115,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36117,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36119,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36121,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p36123,NY,eastern,NYISO,NYISO,NPCC_NY,NYISO
p37001,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37003,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37005,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37007,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37009,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37011,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37013,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37015,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37017,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37019,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37021,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37023,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37025,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37027,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37029,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37031,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37033,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37035,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37037,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37039,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37041,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37043,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37045,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37047,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37049,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37051,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37053,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37055,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37057,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37059,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37061,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37063,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37065,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37067,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37069,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37071,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37073,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37075,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37077,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37079,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37081,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37083,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37085,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37087,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37089,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37091,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37093,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37095,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37097,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37099,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37101,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37103,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37105,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37107,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37109,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37111,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37113,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37115,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37117,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37119,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37121,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37123,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37125,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37127,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37129,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37131,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37133,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37135,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37137,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37139,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37141,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37143,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37145,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37147,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37149,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37151,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37153,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37155,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37157,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37159,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37161,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37163,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37165,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37167,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37169,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37171,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37173,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37175,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37177,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37179,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37181,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37183,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37185,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37187,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37189,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37191,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37193,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37195,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Progress_East
p37197,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p37199,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
p39001,OH,eastern,PJM_East,PJM,PJM,PJM
p39003,OH,eastern,PJM_East,PJM,PJM,PJM
p39005,OH,eastern,PJM_East,PJM,PJM,PJM
p39007,OH,eastern,PJM_East,PJM,PJM,PJM
p39009,OH,eastern,PJM_East,PJM,PJM,PJM
p39011,OH,eastern,PJM_East,PJM,PJM,PJM
p39013,OH,eastern,PJM_East,PJM,PJM,PJM
p39015,OH,eastern,PJM_East,PJM,PJM,PJM
p39017,OH,eastern,PJM_East,PJM,PJM,PJM
p39019,OH,eastern,PJM_East,PJM,PJM,PJM
p39021,OH,eastern,PJM_East,PJM,PJM,PJM
p39023,OH,eastern,PJM_East,PJM,PJM,PJM
p39025,OH,eastern,PJM_East,PJM,PJM,PJM
p39027,OH,eastern,PJM_East,PJM,PJM,PJM
p39029,OH,eastern,PJM_East,PJM,PJM,PJM
p39031,OH,eastern,PJM_East,PJM,PJM,PJM
p39033,OH,eastern,PJM_East,PJM,PJM,PJM
p39035,OH,eastern,PJM_East,PJM,PJM,PJM
p39037,OH,eastern,PJM_East,PJM,PJM,PJM
p39039,OH,eastern,PJM_East,PJM,PJM,PJM
p39041,OH,eastern,PJM_East,PJM,PJM,PJM
p39043,OH,eastern,PJM_East,PJM,PJM,PJM
p39045,OH,eastern,PJM_East,PJM,PJM,PJM
p39047,OH,eastern,PJM_East,PJM,PJM,PJM
p39049,OH,eastern,PJM_East,PJM,PJM,PJM
p39051,OH,eastern,PJM_East,PJM,PJM,PJM
p39053,OH,eastern,PJM_East,PJM,PJM,PJM
p39055,OH,eastern,PJM_East,PJM,PJM,PJM
p39057,OH,eastern,PJM_East,PJM,PJM,PJM
p39059,OH,eastern,PJM_East,PJM,PJM,PJM
p39061,OH,eastern,PJM_East,PJM,PJM,PJM
p39063,OH,eastern,PJM_East,PJM,PJM,PJM
p39065,OH,eastern,PJM_East,PJM,PJM,PJM
p39067,OH,eastern,PJM_East,PJM,PJM,PJM
p39069,OH,eastern,PJM_East,PJM,PJM,PJM
p39071,OH,eastern,PJM_East,PJM,PJM,PJM
p39073,OH,eastern,PJM_East,PJM,PJM,PJM
p39075,OH,eastern,PJM_East,PJM,PJM,PJM
p39077,OH,eastern,PJM_East,PJM,PJM,PJM
p39079,OH,eastern,PJM_East,PJM,PJM,PJM
p39081,OH,eastern,PJM_East,PJM,PJM,PJM
p39083,OH,eastern,PJM_East,PJM,PJM,PJM
p39085,OH,eastern,PJM_East,PJM,PJM,PJM
p39087,OH,eastern,PJM_East,PJM,PJM,PJM
p39089,OH,eastern,PJM_East,PJM,PJM,PJM
p39091,OH,eastern,PJM_East,PJM,PJM,PJM
p39093,OH,eastern,PJM_East,PJM,PJM,PJM
p39095,OH,eastern,PJM_East,PJM,PJM,PJM
p39097,OH,eastern,PJM_East,PJM,PJM,PJM
p39099,OH,eastern,PJM_East,PJM,PJM,PJM
p39101,OH,eastern,PJM_East,PJM,PJM,PJM
p39103,OH,eastern,PJM_East,PJM,PJM,PJM
p39105,OH,eastern,PJM_East,PJM,PJM,PJM
p39107,OH,eastern,PJM_East,PJM,PJM,PJM
p39109,OH,eastern,PJM_East,PJM,PJM,PJM
p39111,OH,eastern,PJM_East,PJM,PJM,PJM
p39113,OH,eastern,PJM_East,PJM,PJM,PJM
p39115,OH,eastern,PJM_East,PJM,PJM,PJM
p39117,OH,eastern,PJM_East,PJM,PJM,PJM
p39119,OH,eastern,PJM_East,PJM,PJM,PJM
p39121,OH,eastern,PJM_East,PJM,PJM,PJM
p39123,OH,eastern,PJM_East,PJM,PJM,PJM
p39125,OH,eastern,PJM_East,PJM,PJM,PJM
p39127,OH,eastern,PJM_East,PJM,PJM,PJM
p39129,OH,eastern,PJM_East,PJM,PJM,PJM
p39131,OH,eastern,PJM_East,PJM,PJM,PJM
